,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
226,Y,483604,1,731.0,1213853.0,10.0,0,0,20938.76,31.3,49.0,17,0,310802,624800.0,0.0,0.0
227,Y,327426,1,713.0,3676101.0,10.0,0,0,38292.79,29.8,49.0,13,0,429115,661628.0,0.0,0.0
228,Y,349932,0,721.0,3602153.0,10.0,0,1,16029.54,20.0,15.0,17,0,68989,275462.0,0.0,0.0
229,Y,122870,0,687.0,2548432.0,4.0,0,1,52667.62,13.5,50.0,17,0,363318,585926.0,0.0,0.0
230,N,218702,1,7170.0,576992.0,0.0,1,0,9087.51,16.0,64.0,11,0,251522,469722.0,0.0,0.0
231,Y,99999999,0,734.0,2178787.0,10.0,0,0,41541.98,25.0,38.0,9,1,311201,655160.0,1.0,0.0
232,Y,77814,0,748.0,529967.0,2.0,0,0,2534.98,18.0,80.0,4,1,14383,333058.0,0.0,0.0
233,Y,262174,1,703.0,935655.0,3.0,1,6,8966.67,11.3,42.0,8,0,104405,366322.0,0.0,0.0
234,Y,99999999,0,726.0,622744.0,4.0,0,0,16762.37,15.8,79.0,15,0,203946,480964.0,0.0,0.0
235,Y,99999999,0,745.0,1620814.0,6.0,0,0,27553.8,9.6,8.0,12,0,388987,1047486.0,0.0,0.0
236,N,215776,0,729.0,1583992.0,10.0,1,0,14783.9,10.5,29.0,5,0,447564,720764.0,0.0,0.0
237,Y,755062,1,681.0,1769983.0,7.0,0,0,27729.74,25.0,46.0,15,0,228266,451044.0,0.0,0.0
238,Y,328548,1,704.0,1172813.0,8.0,0,0,16028.4,13.5,38.0,7,0,350246,479930.0,0.0,0.0
239,Y,397738,0,736.0,1622106.0,4.0,0,0,25413.07,15.9,50.0,16,0,494836,966218.0,0.0,0.0
240,Y,99999999,0,743.0,788101.0,5.0,0,0,14317.26,14.6,26.0,9,0,137750,537042.0,0.0,0.0
241,N,329054,0,710.0,1136694.0,10.0,1,0,15819.02,10.9,37.0,14,0,108091,372526.0,0.0,0.0
242,Y,99999999,0,691.0,1680417.0,2.0,1,0,22965.68,17.7,62.0,27,0,92720,528880.0,0.0,0.0
243,Y,61358,0,726.0,756884.0,10.0,2,4,19048.26,21.5,27.0,9,0,134615,251812.0,0.0,0.0
244,N,220396,1,680.0,1903420.0,2.0,1,0,18240.95,15.8,12.0,9,0,57608,66110.0,0.0,0.0
245,Y,99999999,0,729.0,662473.0,5.0,2,2,5283.33,16.9,74.0,12,0,59356,369512.0,0.0,0.0
246,N,353782,0,646.0,1524313.0,10.0,0,0,19816.05,31.8,42.0,7,0,114399,129976.0,0.0,0.0
247,Y,782320,1,614.0,2374392.0,10.0,0,1,61932.02,21.7,23.0,14,0,363641,487344.0,0.0,0.0
248,Y,523292,1,713.0,1788945.0,6.0,2,0,33542.6,16.8,26.0,13,0,303601,586850.0,0.0,0.0
249,Y,215622,0,743.0,1899430.0,8.0,0,0,34189.74,19.4,20.0,13,0,324235,1191806.0,0.0,0.0
250,Y,222112,0,741.0,1822328.0,10.0,0,0,6499.52,20.0,37.0,26,0,237595,2116224.0,0.0,0.0
251,Y,135014,0,741.0,1865591.0,2.0,0,2,37156.21,25.6,52.0,8,0,313633,465586.0,0.0,0.0
252,Y,54230,0,742.0,842859.0,4.0,0,0,9692.85,17.9,22.0,20,0,65436,190872.0,0.0,0.0
253,Y,237116,0,721.0,655310.0,1.0,1,0,6880.66,14.5,74.0,5,0,229026,328218.0,0.0,0.0
254,Y,341550,0,682.0,823612.0,3.0,1,0,19149.15,11.4,36.0,26,0,600153,769560.0,0.0,0.0
255,N,279862,0,680.0,929575.0,1.0,1,0,6600.03,13.6,18.0,5,0,224143,286462.0,0.0,0.0
256,Y,333212,1,692.0,959215.0,10.0,1,0,26698.23,17.4,36.0,9,0,616968,948706.0,0.0,0.0
257,Y,99999999,0,709.0,1817996.0,7.0,0,1,17271.0,31.7,9.0,10,0,175427,365332.0,0.0,0.0
258,N,208670,0,720.0,575130.0,1.0,0,1,12604.98,22.5,55.0,5,0,245746,353034.0,0.0,0.0
259,N,219692,0,734.0,1413524.0,9.0,1,0,11060.66,25.2,51.0,13,1,213712,899866.0,1.0,0.0
260,Y,99999999,0,742.0,5972460.0,10.0,0,0,66194.67,34.2,24.0,28,0,368695,843678.0,0.0,0.0
261,N,271700,0,696.0,675298.0,7.0,1,3,14293.89,24.5,57.0,14,0,272916,673772.0,0.0,0.0
262,Y,449768,0,737.0,2913270.0,3.0,0,0,23913.02,23.4,22.0,11,0,499681,690448.0,0.0,0.0
263,Y,99999999,0,700.0,1663906.0,4.0,0,0,33694.03,18.9,61.0,9,3,107141,275704.0,0.0,0.0
264,Y,222684,0,707.0,1634703.0,10.0,0,3,28198.66,29.2,8.0,22,0,565782,843128.0,0.0,0.0
265,N,322300,0,733.0,891480.0,2.0,0,0,23772.8,22.6,11.0,11,0,53827,214918.0,0.0,0.0
266,Y,99999999,0,738.0,1981529.0,10.0,0,0,37649.07,32.6,27.0,19,0,452618,1000142.0,0.0,0.0
267,N,357588,0,739.0,1374650.0,2.0,1,0,19015.96,17.5,29.0,12,0,88616,190014.0,0.0,0.0
268,Y,128942,0,712.0,1633202.0,10.0,0,0,44505.03,21.2,9.0,13,0,72884,120384.0,0.0,0.0
269,N,214940,0,727.0,1095217.0,5.0,0,0,11435.91,27.9,69.0,6,0,181773,313654.0,0.0,0.0
270,Y,246202,0,720.0,1404879.0,8.0,1,0,13112.28,16.6,36.0,7,1,171570,309914.0,1.0,0.0
271,N,423214,0,718.0,1186949.0,1.0,1,0,25222.5,10.6,57.0,14,0,327484,820754.0,0.0,0.0
272,Y,188298,0,723.0,1281778.0,4.0,1,0,21790.34,23.9,31.0,14,0,161063,409882.0,0.0,0.0
273,N,178948,0,740.0,1352344.0,3.0,1,1,25581.98,17.9,14.0,10,0,79952,183304.0,0.0,0.0
274,Y,217338,0,704.0,2721674.0,10.0,1,0,29257.91,18.6,10.0,7,1,160493,239162.0,1.0,0.0
275,Y,99999999,0,723.0,9057984.0,2.0,0,0,105676.48,23.1,4.0,15,0,149720,912428.0,0.0,0.0
276,Y,214764,0,730.0,983041.0,3.0,1,0,12697.51,13.4,43.0,19,0,209741,527956.0,0.0,0.0
277,Y,540364,1,723.0,3387244.0,5.0,0,0,29920.82,12.6,39.0,6,0,255987,432080.0,0.0,0.0
278,Y,270556,0,724.0,1752408.0,10.0,2,2,24095.61,23.5,70.0,7,0,286387,908490.0,0.0,0.0
279,Y,322476,0,711.0,1262550.0,1.0,2,3,24198.59,17.5,11.0,9,0,321024,477158.0,0.0,0.0
280,Y,441364,0,691.0,1315066.0,10.0,0,0,16986.19,22.6,9.0,12,0,233035,439472.0,0.0,0.0
281,Y,334070,0,704.0,927523.0,10.0,1,0,5132.28,20.5,24.0,11,0,226537,495858.0,0.0,0.0
282,Y,99999999,1,704.0,1139658.0,7.0,0,0,14815.63,21.9,25.0,17,0,489782,624580.0,0.0,0.0
283,N,105468,0,738.0,702088.0,4.0,1,1,1006.24,9.4,42.0,13,0,28139,221650.0,0.0,0.0
284,Y,99999999,1,612.0,2279544.0,3.0,0,0,50339.93,26.3,54.0,18,0,533672,698258.0,0.0,0.0
285,Y,137852,0,732.0,1395227.0,10.0,0,0,2813.71,21.2,52.0,10,0,76627,243078.0,0.0,0.0
286,N,46156,0,654.0,1640745.0,6.0,0,3,31721.26,16.7,63.0,8,0,164008,199914.0,0.0,0.0
287,Y,346060,1,711.0,765833.0,10.0,0,0,13402.03,21.1,16.0,9,1,61788,123354.0,1.0,0.0
288,Y,99999999,0,738.0,934800.0,10.0,1,0,4806.43,27.8,20.0,13,0,25536,151646.0,0.0,0.0
289,N,216524,1,688.0,934990.0,4.0,1,0,16050.63,11.0,13.0,10,0,113373,314072.0,0.0,0.0
290,N,261448,1,7190.0,940785.0,1.0,1,0,11681.39,13.3,20.0,15,0,237937,683672.0,0.0,0.0
291,N,163878,0,7410.0,1439402.0,7.0,0,0,14034.16,11.0,18.0,7,0,110865,186604.0,0.0,0.0
292,Y,227546,0,709.0,561450.0,6.0,1,0,16141.64,17.3,54.0,10,4,269667,374858.0,1.0,3.0
293,N,399014,0,722.0,2909945.0,2.0,0,2,51409.06,12.8,42.0,12,0,938923,1248192.0,0.0,0.0
294,Y,129184,0,735.0,948366.0,1.0,2,4,9088.46,17.0,50.0,9,0,332139,467280.0,0.0,0.0
295,Y,99999999,0,702.0,1385480.0,2.0,0,3,14893.91,24.6,47.0,8,0,234973,305382.0,0.0,0.0
296,N,396792,1,6690.0,875748.0,6.0,0,0,22404.42,9.7,7.0,10,0,311372,785466.0,0.0,0.0
297,Y,79530,0,691.0,953990.0,7.0,1,0,27029.78,19.0,42.0,10,0,371906,563640.0,0.0,0.0
298,N,262988,0,7210.0,794960.0,3.0,1,0,18880.49,15.4,81.0,6,0,30267,87626.0,0.0,0.0
299,N,110814,0,742.0,459325.0,4.0,2,0,8306.23,7.9,43.0,15,0,125153,296956.0,0.0,0.0
300,Y,385308,1,678.0,1823715.0,6.0,1,1,6914.86,13.0,18.0,21,0,48944,57244.0,0.0,0.0
301,Y,158620,0,694.0,475665.0,5.0,2,2,3900.51,9.8,31.0,11,0,84835,383724.0,0.0,0.0
302,Y,134684,0,735.0,579899.0,4.0,1,0,7345.4,10.6,38.0,5,0,30115,65032.0,0.0,0.0
303,Y,352220,0,750.0,2129273.0,8.0,0,2,10859.26,20.7,68.0,12,0,289180,667018.0,0.0,0.0
304,N,133012,1,7170.0,1194606.0,7.0,1,4,12712.71,16.4,56.0,9,0,119586,387904.0,0.0,0.0
305,N,260260,1,7300.0,1236197.0,7.0,0,0,21015.33,12.8,30.0,10,0,121106,308198.0,0.0,0.0
306,Y,259028,1,698.0,2469753.0,1.0,0,0,22227.72,8.4,68.0,10,0,250705,468204.0,0.0,0.0
307,Y,267542,0,746.0,1578881.0,1.0,1,0,15657.33,10.0,71.0,11,0,195966,387882.0,0.0,0.0
308,Y,221276,0,743.0,1299486.0,5.0,0,0,12345.25,20.8,37.0,12,1,74385,206030.0,1.0,0.0
309,Y,222420,0,712.0,2723840.0,5.0,0,2,42446.57,18.3,68.0,17,0,563920,814176.0,0.0,0.0
310,Y,386694,0,740.0,1726910.0,10.0,1,0,17412.93,11.8,77.0,8,0,298756,353694.0,0.0,0.0
311,Y,65912,0,732.0,948575.0,1.0,2,0,4956.34,15.4,15.0,8,0,159486,721402.0,0.0,0.0
312,N,177144,0,6750.0,705394.0,1.0,1,0,19221.92,6.4,17.0,8,0,72523,174218.0,0.0,0.0
313,Y,380512,0,728.0,948594.0,8.0,0,0,22845.22,15.9,20.0,27,0,348061,907676.0,0.0,0.0
314,Y,99999999,0,716.0,4379215.0,0.0,0,2,32114.18,26.1,5.0,19,0,1959071,6164114.0,0.0,0.0
315,Y,99999999,1,668.0,624929.0,4.0,1,0,8009.45,14.8,11.0,7,0,5928,52800.0,0.0,0.0
316,Y,134882,0,738.0,990223.0,5.0,1,0,13780.51,22.6,30.0,12,0,33326,85338.0,0.0,0.0
317,Y,64856,0,722.0,1306991.0,10.0,0,2,15139.2,24.5,31.0,4,0,51813,69212.0,0.0,0.0
318,N,467632,1,726.0,1148436.0,10.0,2,0,9857.39,16.4,5.0,8,0,226708,418660.0,0.0,0.0
319,Y,555060,0,699.0,1143610.0,10.0,0,1,15152.88,22.2,15.0,6,0,28690,64262.0,0.0,0.0
320,Y,189002,0,703.0,2431962.0,6.0,1,1,24725.08,14.8,19.0,10,0,108471,156002.0,0.0,0.0
321,Y,395538,1,697.0,747213.0,6.0,0,0,17933.15,28.1,78.0,15,0,621832,1046540.0,0.0,0.0
322,Y,302588,0,730.0,1133673.0,10.0,1,0,7642.75,25.5,52.0,10,0,197524,309078.0,0.0,0.0
323,Y,99999999,0,712.0,652137.0,0.0,1,0,9075.73,20.4,17.0,11,1,85101,226534.0,0.0,0.0
324,Y,302764,0,738.0,1531514.0,3.0,1,8,13400.7,11.0,44.0,18,0,201704,463430.0,0.0,0.0
325,Y,747736,1,646.0,1538696.0,6.0,0,0,20644.07,18.0,77.0,7,1,167200,222772.0,0.0,0.0
326,N,138160,0,728.0,691828.0,10.0,0,0,13548.14,20.6,68.0,8,0,72200,179014.0,0.0,0.0
327,Y,303688,1,703.0,950285.0,4.0,0,0,14016.68,19.0,38.0,19,1,58520,376442.0,1.0,0.0
328,Y,175604,0,722.0,568746.0,1.0,2,0,8009.83,31.2,50.0,8,0,220932,366498.0,0.0,0.0
329,N,331188,1,641.0,1525472.0,0.0,1,0,17924.22,28.9,51.0,12,0,208506,253858.0,0.0,0.0
330,N,107734,0,7290.0,651301.0,10.0,2,8,3180.6,17.5,17.0,5,0,65056,269038.0,0.0,0.0
331,Y,504284,0,718.0,989919.0,1.0,1,1,12209.02,11.4,9.0,17,0,220400,2126674.0,0.0,0.0
332,Y,110242,0,716.0,914014.0,1.0,1,0,13481.64,15.0,60.0,11,0,62833,112442.0,0.0,0.0
333,Y,401038,0,714.0,1421941.0,5.0,0,0,10356.52,15.3,58.0,22,0,357485,621500.0,0.0,0.0
334,Y,214456,0,718.0,1543408.0,2.0,1,0,35627.09,14.9,54.0,13,0,140049,337106.0,0.0,0.0
335,N,192214,0,7460.0,1131792.0,10.0,0,0,16127.96,17.8,23.0,13,0,250268,1038708.0,0.0,0.0
336,Y,328790,1,719.0,1390838.0,10.0,1,0,6687.62,14.0,12.0,8,1,199253,467060.0,1.0,0.0
337,N,325776,0,739.0,1312976.0,10.0,1,0,23852.41,15.6,20.0,18,0,319143,1144088.0,0.0,0.0
338,N,266882,0,698.0,1382915.0,10.0,1,0,21976.73,22.5,34.0,10,0,257678,336006.0,0.0,0.0
339,Y,225126,0,719.0,1788736.0,7.0,0,6,15055.03,19.3,61.0,21,0,329593,529320.0,0.0,0.0
340,Y,99999999,1,701.0,2508095.0,8.0,0,2,32396.33,14.4,47.0,16,0,432060,756866.0,0.0,0.0
341,Y,155452,0,743.0,1726074.0,10.0,0,0,36822.95,23.0,36.0,24,0,216999,370612.0,0.0,0.0
342,Y,70136,0,705.0,946295.0,10.0,0,0,23814.98,23.1,18.0,9,0,77425,146740.0,0.0,0.0
343,Y,268532,0,720.0,1855369.0,5.0,0,0,28912.87,11.0,15.0,13,0,159847,404998.0,0.0,0.0
344,Y,550770,1,715.0,4090719.0,8.0,0,2,40566.14,25.8,43.0,14,0,605226,1101848.0,0.0,0.0
345,N,171644,0,748.0,1111728.0,10.0,1,0,26959.48,17.2,36.0,10,0,183844,716738.0,0.0,0.0
346,Y,646206,0,714.0,3069488.0,7.0,0,3,50902.14,16.4,31.0,10,0,738834,911064.0,0.0,0.0
347,Y,325292,0,707.0,1217349.0,0.0,1,0,25361.39,16.7,60.0,10,0,298490,366498.0,0.0,0.0
348,Y,375298,0,728.0,926041.0,10.0,0,0,17054.59,27.9,17.0,12,0,319751,433532.0,0.0,0.0
349,Y,108834,1,704.0,1447344.0,8.0,1,1,11168.58,11.0,31.0,4,0,48868,239778.0,0.0,0.0
350,N,109692,0,735.0,625252.0,5.0,1,0,5679.29,17.4,71.0,9,0,99180,256916.0,0.0,0.0
351,Y,269104,1,715.0,1297567.0,10.0,0,2,13624.52,20.3,48.0,20,1,182020,609158.0,1.0,0.0
352,Y,99999999,1,689.0,866799.0,9.0,0,0,3676.69,14.1,7.0,4,2,86051,167750.0,2.0,0.0
353,Y,92642,1,689.0,571539.0,2.0,1,2,5924.96,12.1,10.0,6,0,26961,90464.0,0.0,0.0
354,Y,214874,1,731.0,1540254.0,10.0,1,0,19766.65,13.5,2.0,10,0,155477,346214.0,0.0,0.0
355,Y,787644,1,683.0,1749159.0,10.0,0,0,24634.07,22.1,5.0,17,0,362406,670340.0,0.0,0.0
356,N,222816,0,725.0,1520209.0,7.0,1,0,12491.17,17.5,28.0,7,1,71079,104720.0,1.0,0.0
357,Y,99999999,1,718.0,3186889.0,10.0,0,0,30540.98,26.9,2.0,14,0,598139,872256.0,0.0,0.0
358,Y,99999999,0,726.0,1058167.0,4.0,0,0,14285.34,12.0,5.0,14,0,192584,665676.0,0.0,0.0
359,Y,151822,0,723.0,936605.0,4.0,1,0,7625.46,12.1,28.0,3,0,49495,119372.0,0.0,0.0
360,Y,99999999,0,735.0,1575575.0,5.0,0,0,12000.59,14.0,27.0,16,0,137864,232364.0,0.0,0.0
361,N,562826,1,699.0,1060884.0,10.0,0,0,25107.74,21.4,14.0,12,0,442757,845988.0,0.0,0.0
362,Y,168102,0,714.0,427272.0,5.0,1,0,13815.28,9.9,14.0,18,0,122227,550660.0,0.0,0.0
363,Y,99999999,0,726.0,742824.0,10.0,0,2,19127.68,18.9,11.0,15,0,265867,354662.0,0.0,0.0
364,Y,387310,1,708.0,1368418.0,10.0,1,0,14368.37,22.9,24.0,3,0,234422,380688.0,0.0,0.0
365,Y,99999999,0,733.0,1383599.0,10.0,1,0,22944.59,17.0,17.0,9,0,108661,149072.0,0.0,0.0
366,Y,334092,0,737.0,1442670.0,10.0,0,2,16350.26,26.5,21.0,10,0,95950,178310.0,0.0,0.0
367,Y,776776,1,702.0,2491736.0,10.0,0,0,42774.89,29.9,33.0,14,0,941963,1076702.0,0.0,0.0
368,Y,172040,0,705.0,722988.0,3.0,1,0,5850.1,11.4,22.0,8,0,142082,413358.0,0.0,0.0
369,Y,67584,0,716.0,856140.0,10.0,0,0,9417.54,12.3,48.0,9,0,198265,565422.0,0.0,0.0
370,Y,258060,0,695.0,1634380.0,10.0,0,2,3895.19,19.4,20.0,8,2,50787,187308.0,0.0,2.0
371,Y,335720,0,728.0,966435.0,8.0,1,0,9181.18,8.7,30.0,12,0,226974,722018.0,0.0,0.0
372,Y,178508,0,739.0,2312604.0,1.0,2,0,21777.04,21.3,18.0,9,0,134216,636878.0,0.0,0.0
373,Y,346258,0,742.0,1626058.0,10.0,0,0,4634.29,15.0,74.0,8,0,307724,525514.0,0.0,0.0
374,Y,218900,0,748.0,1890500.0,1.0,1,0,12745.2,10.8,39.0,9,0,171551,928180.0,0.0,0.0
375,Y,132550,0,654.0,622478.0,5.0,1,0,14213.14,15.6,19.0,14,1,178391,320760.0,1.0,0.0
376,N,582912,1,685.0,1411472.0,6.0,0,0,10162.53,14.7,48.0,12,0,373255,1445422.0,0.0,0.0
377,Y,751300,0,716.0,3614978.0,6.0,0,0,72600.71,11.9,69.0,29,0,957752,2128522.0,0.0,0.0
378,Y,248248,0,710.0,618089.0,10.0,1,1,6953.62,12.8,77.0,6,0,51585,136378.0,0.0,0.0
379,N,769230,1,738.0,2694257.0,10.0,0,0,10081.02,27.1,38.0,6,0,210349,727056.0,0.0,0.0
380,N,181984,0,693.0,562932.0,10.0,0,0,15434.08,22.5,4.0,14,1,72257,228624.0,1.0,0.0
381,N,382690,0,7300.0,756504.0,2.0,1,0,17147.5,13.0,78.0,10,1,165699,436018.0,1.0,0.0
382,Y,142186,0,705.0,793459.0,1.0,0,0,16464.07,28.9,62.0,8,1,85291,216590.0,1.0,0.0
383,Y,99999999,0,721.0,976942.0,5.0,0,0,9280.93,15.2,7.0,11,0,130891,315744.0,0.0,0.0
384,Y,99999999,0,737.0,764712.0,10.0,2,1,9272.19,18.0,11.0,10,0,23218,312488.0,0.0,0.0
385,Y,99999999,1,723.0,1729323.0,8.0,0,0,22625.39,22.2,43.0,19,0,197562,1906322.0,0.0,0.0
386,Y,403810,1,674.0,1375581.0,2.0,1,0,13182.58,28.4,6.0,9,0,215422,376794.0,0.0,0.0
387,Y,133496,0,709.0,480415.0,6.0,1,0,11209.62,17.5,40.0,12,0,65018,173448.0,0.0,0.0
388,Y,455400,0,732.0,1375581.0,10.0,0,0,23384.82,19.7,69.0,7,0,186352,242198.0,0.0,0.0
389,Y,299420,1,677.0,836589.0,7.0,0,0,6748.42,22.8,39.0,7,2,99142,204622.0,2.0,0.0
390,N,217734,0,731.0,1222289.0,10.0,0,0,25158.66,33.4,5.0,13,0,533691,1407626.0,0.0,0.0
391,Y,99999999,1,702.0,1532920.0,1.0,1,1,12442.15,15.0,76.0,9,0,256652,639078.0,0.0,0.0
392,Y,439692,0,744.0,2278404.0,6.0,0,0,26201.57,30.5,20.0,15,0,565307,1228084.0,0.0,0.0
393,Y,564498,0,742.0,1875110.0,10.0,0,0,20001.3,32.7,75.0,20,0,434131,672914.0,0.0,0.0
394,N,80982,1,7010.0,738245.0,5.0,1,0,14082.23,12.3,40.0,7,0,52383,101288.0,0.0,0.0
395,Y,131956,0,737.0,569829.0,6.0,1,0,13723.32,11.4,54.0,10,0,184243,237578.0,0.0,0.0
396,Y,52932,0,704.0,2247377.0,2.0,0,1,54124.35,21.1,45.0,17,0,684019,1001308.0,0.0,0.0
397,Y,437580,0,747.0,982566.0,0.0,1,3,17931.82,14.1,72.0,11,0,78926,613360.0,0.0,0.0
398,Y,577764,1,715.0,1135098.0,3.0,0,2,10688.83,17.8,34.0,4,0,46987,591448.0,0.0,0.0
399,Y,390038,1,708.0,1039433.0,10.0,1,0,27631.89,14.4,13.0,16,0,384389,883080.0,0.0,0.0
400,Y,222750,0,744.0,1442822.0,6.0,0,0,21161.25,29.0,31.0,12,0,528390,1477828.0,0.0,0.0
401,N,215314,0,732.0,843125.0,6.0,1,0,15667.97,18.3,69.0,14,0,192907,279906.0,0.0,0.0
402,Y,130746,0,742.0,1674945.0,5.0,0,0,11780.38,14.2,10.0,6,0,54245,106788.0,0.0,0.0
403,N,55286,0,704.0,1909880.0,0.0,0,1,14737.92,16.9,33.0,7,0,131290,191224.0,0.0,0.0
404,Y,116138,0,721.0,928720.0,1.0,1,0,5758.14,16.0,15.0,9,1,88426,167860.0,1.0,0.0
405,Y,65516,0,716.0,1131564.0,10.0,1,0,15936.25,21.3,21.0,6,0,322715,423654.0,0.0,0.0
406,Y,214698,0,743.0,1446280.0,10.0,2,0,9666.06,21.0,54.0,9,1,210577,315436.0,1.0,0.0
407,N,445940,1,6530.0,1116877.0,4.0,1,0,27549.62,28.8,12.0,17,0,239818,793386.0,0.0,0.0
408,Y,212366,0,712.0,872917.0,0.0,1,0,19931.38,19.0,42.0,20,0,200944,257928.0,0.0,0.0
409,Y,336798,0,691.0,1260441.0,10.0,0,0,13129.57,39.4,38.0,18,0,124089,733062.0,0.0,0.0
410,Y,335192,0,702.0,2508779.0,1.0,1,0,14446.27,16.8,63.0,8,0,317642,511544.0,0.0,0.0
411,Y,172348,0,719.0,753692.0,3.0,1,0,8102.17,14.1,34.0,5,0,74100,135344.0,0.0,0.0
412,Y,306592,1,688.0,1032878.0,1.0,0,0,19022.23,15.6,78.0,12,1,179265,411048.0,1.0,0.0
413,Y,262922,1,714.0,2895087.0,9.0,0,0,44632.52,23.9,19.0,27,0,521835,1405184.0,0.0,0.0
414,Y,249546,1,724.0,2309184.0,1.0,0,0,16279.77,18.8,18.0,8,0,60743,265430.0,0.0,0.0
415,Y,86262,0,738.0,863208.0,3.0,2,0,19997.88,20.4,46.0,21,1,269021,1207338.0,0.0,0.0
416,N,215270,0,726.0,855209.0,10.0,1,0,6841.71,25.6,10.0,10,1,82536,264704.0,1.0,0.0
417,N,184690,0,736.0,945535.0,4.0,1,0,8903.97,16.1,46.0,7,0,57038,293546.0,0.0,0.0
418,Y,99999999,0,729.0,975251.0,3.0,1,0,8777.24,23.4,49.0,7,1,110732,208472.0,1.0,0.0
419,N,668976,1,691.0,2311008.0,10.0,0,0,35242.91,30.0,14.0,13,0,184889,601326.0,0.0,0.0
420,Y,417164,0,709.0,1002364.0,10.0,0,0,9271.81,21.7,45.0,8,0,136705,205832.0,0.0,0.0
421,N,525096,0,748.0,1011028.0,6.0,0,0,13985.71,22.4,42.0,7,0,172140,476872.0,0.0,0.0
422,Y,158136,0,690.0,866476.0,2.0,1,1,2729.35,14.1,36.0,15,0,63156,115522.0,0.0,0.0
423,Y,225126,0,720.0,731044.0,9.0,1,0,7188.46,19.4,15.0,10,1,200013,238744.0,1.0,0.0
424,Y,393976,1,630.0,1455533.0,10.0,0,0,21347.83,21.5,32.0,14,0,282264,415800.0,0.0,0.0
425,Y,272646,0,744.0,1506928.0,10.0,0,0,26120.06,21.3,40.0,10,0,965903,1686894.0,0.0,0.0
426,Y,129844,0,735.0,2990144.0,10.0,0,1,33888.21,28.9,16.0,9,0,391400,538868.0,0.0,0.0
427,Y,612304,0,747.0,1794170.0,4.0,0,0,14248.67,29.9,24.0,9,0,510720,1411344.0,0.0,0.0
428,N,279488,0,7000.0,626373.0,3.0,1,0,6837.91,12.1,60.0,9,0,235239,315986.0,0.0,0.0
429,N,324368,0,7410.0,1792802.0,4.0,1,0,6797.82,16.0,41.0,7,0,87381,346500.0,0.0,0.0
430,Y,99999999,0,741.0,1874920.0,10.0,0,0,42341.88,13.1,27.0,12,0,429837,577390.0,0.0,0.0
431,Y,99999999,0,741.0,865811.0,0.0,1,0,18759.27,15.1,25.0,15,0,230907,1036354.0,0.0,0.0
432,Y,223168,1,705.0,1252784.0,7.0,0,5,20566.55,17.8,29.0,26,0,236379,918434.0,0.0,0.0
433,Y,99999999,0,744.0,2009573.0,10.0,1,0,4471.46,19.0,57.0,3,0,136800,477114.0,0.0,0.0
434,N,415910,0,693.0,1126890.0,6.0,0,2,12301.93,12.2,17.0,7,0,221635,263230.0,0.0,0.0
435,N,232760,0,725.0,654493.0,10.0,0,0,13526.1,20.8,51.0,17,0,359195,938828.0,0.0,0.0
436,Y,311960,1,702.0,1393517.0,10.0,0,0,8779.14,13.5,58.0,14,0,115349,344212.0,0.0,0.0
437,Y,71698,0,718.0,676324.0,5.0,0,0,3409.74,16.2,54.0,6,1,71744,180994.0,1.0,0.0
438,Y,638660,1,656.0,1226032.0,7.0,0,0,26053.37,20.2,49.0,10,0,547143,1151876.0,0.0,0.0
439,Y,548174,0,663.0,3467557.0,6.0,2,0,24272.88,14.0,39.0,14,0,222300,503734.0,0.0,0.0
440,Y,215974,0,741.0,1865230.0,6.0,0,0,25180.7,22.7,35.0,10,0,180215,356092.0,0.0,0.0
441,Y,731852,1,677.0,1438680.0,10.0,0,0,25057.01,22.4,36.0,11,2,106324,172172.0,0.0,2.0
442,Y,99999999,0,744.0,1107396.0,3.0,0,0,7714.95,10.4,26.0,6,1,101878,165924.0,1.0,0.0
443,Y,355124,1,701.0,1533528.0,5.0,1,0,22747.37,14.1,53.0,16,1,215308,951544.0,1.0,0.0
444,Y,216106,0,742.0,1343794.0,10.0,1,0,23202.8,21.5,25.0,10,0,316160,527494.0,0.0,0.0
445,Y,443960,1,638.0,3163215.0,4.0,0,1,67218.39,15.5,8.0,17,0,120726,170874.0,0.0,0.0
446,Y,99999999,0,747.0,2157906.0,4.0,0,1,11149.2,36.0,74.0,18,0,257526,1192730.0,0.0,0.0
447,Y,661188,1,690.0,5139234.0,10.0,1,6,31434.93,29.3,3.0,16,0,275424,791362.0,0.0,0.0
448,Y,51414,0,744.0,386118.0,4.0,1,0,6885.79,28.8,29.0,7,0,27360,94006.0,0.0,0.0
449,Y,263714,1,717.0,4744775.0,8.0,0,0,72357.89,34.5,55.0,10,0,594738,760078.0,0.0,0.0
450,Y,99999999,0,738.0,1147524.0,0.0,0,0,27731.83,11.4,3.0,16,0,143488,433752.0,0.0,0.0
451,Y,693660,1,673.0,2957863.0,10.0,0,0,55460.05,21.3,37.0,22,0,350151,630542.0,0.0,0.0
452,N,48268,0,720.0,217911.0,0.0,2,1,4013.18,7.4,29.0,6,0,71782,138292.0,0.0,0.0
453,N,386408,1,709.0,1019711.0,6.0,1,0,19289.56,23.5,72.0,8,2,429419,798116.0,0.0,0.0
